col_name,feature_importance_vals
turn_over_rate,1.0590739250183105
vote_avg,0.7954753041267395
reaction_cnt,0.544933021068573
len_txt_avg,0.3797173798084259
gv_liked_per_emp_p50,0.0938701406121254
vote_company_cnt,0.09352148324251175
vote_std,0.08592790365219116
vote_company_std,0.08319837599992752
acpt_likes_avg,0.059334896504879
gv_disliked_per_emp_avg,0.056124068796634674
vote_cnt,0.05313153192400932
len_txt_p75,0.05147664621472359
votes_monday_std,0.051157690584659576
gv_liked_cnt,0.04766441136598587
gv_disliked_cnt,0.04346736520528793
comment_per_emp_avg,0.04164279252290726
comment_len_per_emp_avg,0.038702644407749176
comment_morning_cnt,0.03779159486293793
votes_friday_avg,0.03137527406215668
votes_friday_p75,0.031119445338845253
votes_monday_avg,0.01936611905694008
votes_friday_std,0.017888979986310005
comment_weekday_cnt,0.01688269153237343
votes_monday_cnt,0.015646925196051598
acpt_dislikes_avg,0.015295075252652168
vote_company_avg,0.0139703880995512
votes_monday_p50,0.011953015811741352
acpt_likes_p50,0.011492042802274227
len_txt_cnt,0.0114436075091362
acpt_dislikes_cnt,0.011396539397537708
votes_friday_cnt,0.010881610214710236
acpt_likes_cnt,0.010717342607676983
comment_len_per_emp_p50,0.009268926456570625
acpt_likes_std,0.00848911888897419
comment_night_cnt,0.00825523305684328
acpt_dislikes_p50,0.007853652350604534
votes_friday_p50,0.007385619450360537
len_txt_p50,0.0073205577209591866
acpt_dislikes_std,0.0059077003970742226
len_txt_std,0.0051482184790074825
acpt_likes_p75,0.005062788724899292
votes_monday_p75,0.0047755674459040165
acpt_dislikes_p75,0.004696594085544348
comment_weekend_cnt,0.004148393869400024
comment_per_emp_p50,0.004095099866390228
vote_p50,0.003173928475007415
vote_company_p75,0.002638546284288168
comment_lunch_cnt,0.002291111508384347
vote_p75,0.0022881189361214638
gv_liked_per_emp_avg,0.0006817925022915006
gv_disliked_per_emp_p50,0.0
vote_company_p50,0.0
